IMP_ID,Date,Buyer_ID,Country,Industry,Avg_Order_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_History,Prompt_Response,Hiring_Growth,Funding_Event,Engagement_Spike,SalesNav_ProfileVisits,DecisionMaker_Change,Intent_Score,Preferred_Channel,Response_Probability,Tariff_News,StockMarket_Shock,War_Event,Natural_Calamity,Currency_Fluctuation
IMP_430,2021-09-14,BUY_50562,France,Solar,2411.0,106189813,5239,UL,0,0.23,0,Unknown,0,13058,0,0.58,NaN,0.0,0,0,0,0,-0.16
IMP_431,2022-04-13,BUY_23005,Japan,Medical Devices,0.0,49544382,5366,ISO9001,1,0.75,1,Unknown,1,14939,1,0.62,WhatsApp,0.0,0,0,1,1,0.94
IMP_432,2021-12-08,BUY_97325,Canada,Solar,444.0,184216314,5041,NaN,1,0.75,1,Unknown,1,9180,0,0.98,Call,0.0,0,1,1,1,-0.57
IMP_433,2024-08-22,NaN,UK,Engineering,6899.0,172701620,3535,ISO9001,0,0.83,1,Unknown,0,16779,1,0.46,WhatsApp,0.0,1,0,0,1,0.75
IMP_434,2023-02-07,BUY_20733,Canada,Machinery,0.0,91726794,2373,NaN,0,0.13,1,Unknown,0,10544,0,0.99,LinkedIn,0.0,1,1,0,0,0.27
IMP_435,2021-07-17,BUY_24082,Australia,Engineering,3295.0,36019320,112,ISO14001,0,0.16,1,Unknown,1,7311,0,0.46,NaN,0.0,1,1,1,0,0.49
IMP_436,2024-12-28,BUY_78072,Italy,Engineering,1936.0,82082705,1636,CE,1,0.24,1,Unknown,0,10519,1,0.65,NaN,0.0,1,0,1,1,0.14
IMP_437,2024-08-01,BUY_31819,UAE,Auto Parts,156.0,64645605,6636,ISO9001,1,0.94,1,0,0,7818,0,0.66,NaN,0.0,0,0,0,0,0.89
IMP_438,2024-08-06,BUY_34445,UK,Electronics,7834.0,57336597,4068,ISO9001,1,0.85,1,1,1,8181,1,0.49,NaN,0.78,1,0,0,1,0.39
IMP_439,2022-04-03,BUY_83811,Australia,Machinery,0.0,4453414,3553,ISO9001,1,0.24,1,0,1,2406,0,0.91,LinkedIn,0.0,1,1,1,0,0.54
IMP_440,2024-04-02,BUY_94925,Netherlands,Machinery,7732.0,187443121,1975,NaN,1,0.46,0,Unknown,1,3353,0,0.25,Email,0.89,1,1,1,0,0.62
IMP_441,2021-10-23,NaN,Netherlands,Chemicals,0.0,12665382,1405,ISO14001,1,0.83,0,0,1,3651,0,0.3,WhatsApp,0.0,1,0,1,0,-0.8
IMP_442,2024-11-30,BUY_83558,Singapore,Auto Parts,929.0,82576440,847,NaN,0,0.04,1,Unknown,1,7107,1,0.2,Call,0.0,1,1,1,1,-0.31
IMP_443,2024-04-28,BUY_75310,UAE,Machinery,4724.0,185090698,2952,ISO9001,0,0.81,1,0,0,16238,0,0.31,NaN,0.0,0,1,0,0,-0.76
IMP_444,2024-03-01,BUY_61181,USA,Engineering,0.0,143892180,2572,CE,0,0.97,1,0,1,2824,0,0.55,NaN,0.0,0,0,1,1,-0.51
IMP_445,2021-11-21,BUY_72768,Australia,Solar,3984.0,149088348,5543,NaN,1,0.33,1,Unknown,0,5725,1,0.06,LinkedIn,0.0,1,0,1,1,0.76
IMP_446,2024-09-14,BUY_98871,Australia,Medical Devices,2648.0,67793933,2825,ISO9001,0,0.02,0,1,0,19705,0,0.76,Call,0.58,1,1,1,0,-0.6
IMP_447,2022-08-29,BUY_31193,France,IT Software,7108.0,144241592,1069,SOC2,0,0.85,1,1,0,7626,1,0.02,Email,0.0,0,1,0,0,-0.95
IMP_448,2024-07-17,BUY_79178,Japan,Pharmaceuticals,4470.0,5255971,6211,NaN,1,0.2,1,1,1,11497,1,0.95,Call,0.0,0,0,1,0,0.84
IMP_449,2022-06-14,BUY_77961,Netherlands,Engineering,2383.0,199648916,6894,CE,1,0.4,1,Unknown,0,1301,0,0.23,Call,0.41,0,1,0,1,-0.03
IMP_450,2024-04-25,BUY_93595,UK,Electronics,0.0,15547452,1602,ISO9001,1,0.82,1,0,0,12063,0,0.72,LinkedIn,0.0,1,0,1,0,0.18
IMP_451,2022-11-16,BUY_59452,Japan,Engineering,0.0,195545323,4246,NaN,0,0.43,1,Unknown,1,997,1,0.37,Email,0.0,0,1,0,1,0.08
IMP_452,2024-03-30,BUY_13419,Germany,Pharmaceuticals,2353.0,92603480,4415,NaN,0,0.92,1,0,0,9067,1,0.68,WhatsApp,0.68,0,0,1,0,0.57
IMP_453,2023-11-16,BUY_60695,Australia,Pharmaceuticals,0.0,12905079,3647,NaN,1,0.75,1,1,0,17065,0,0.97,NaN,0.29,0,0,1,0,0.25
IMP_454,2025-01-27,BUY_85220,UAE,Electronics,7259.0,141051306,6259,ISO9001,1,0.9,1,0,0,19987,1,0.23,LinkedIn,0.0,0,0,0,0,-0.48
IMP_455,2024-02-12,BUY_65038,Singapore,Auto Parts,3433.0,112056457,3289,NaN,1,0.39,0,Unknown,0,4952,1,0.58,LinkedIn,0.0,0,0,1,1,0.83
IMP_456,2022-09-16,BUY_98696,Japan,Auto Parts,788.0,6333158,6549,ISO9001,0,0.12,0,0,1,3135,1,0.9,Email,0.0,1,0,1,1,-0.59
IMP_457,2022-12-09,BUY_66227,Japan,Electronics,7426.0,107375442,6248,NaN,1,0.25,0,Unknown,1,6295,0,0.1,Call,0.0,1,0,0,0,-0.36
IMP_458,2023-02-04,NaN,Japan,Chemicals,0.0,102967104,287,NaN,1,0.53,0,0,0,1241,0,0.89,NaN,0.07,0,0,0,0,0.36
IMP_459,2024-02-29,BUY_17146,USA,Engineering,6205.0,163165836,847,ISO14001,0,0.01,0,0,0,1779,0,0.82,Call,0.77,0,1,0,1,-0.03
IMP_460,2024-12-30,BUY_81687,Netherlands,Engineering,763.0,7402741,292,ISO14001,1,0.37,0,0,0,19843,1,0.33,NaN,0.14,0,1,0,1,-0.68
IMP_461,2024-04-27,BUY_28382,Italy,Pharmaceuticals,1715.0,44259536,4702,WHO-GMP,1,0.06,1,1,0,12241,1,0.44,WhatsApp,0.18,0,1,0,1,-0.02
IMP_462,2024-12-25,BUY_94941,UAE,Auto Parts,0.0,169627304,4449,ISO9001,0,0.44,1,1,0,2769,0,0.81,WhatsApp,0.0,0,1,1,0,0.11
IMP_463,2022-05-17,BUY_18198,USA,Electronics,1291.0,91936419,2356,ISO9001,0,0.62,0,Unknown,1,1799,1,0.01,WhatsApp,0.5,0,1,1,1,-0.92
IMP_464,2022-04-14,BUY_52489,USA,Pharmaceuticals,0.0,112132952,6214,NaN,1,0.29,1,1,0,2358,1,0.33,Email,0.26,0,0,1,0,0.96
IMP_465,2023-08-18,BUY_61171,USA,Solar,0.0,115868983,1473,UL,1,0.32,0,Unknown,1,19689,1,0.89,Email,0.7,0,1,0,1,0.62
IMP_466,2024-02-04,BUY_13850,Singapore,Pharmaceuticals,2851.0,139239993,6865,EU-GMP,0,0.13,1,Unknown,0,18569,1,0.01,WhatsApp,0.0,0,0,0,0,0.5
IMP_467,2021-04-24,BUY_31595,France,IT Software,0.0,159457311,6281,ISO27001,0,0.36,1,Unknown,0,10379,1,0.71,WhatsApp,0.0,0,1,0,0,-0.18
IMP_468,2022-01-20,BUY_70238,USA,Solar,2453.0,53007929,6611,UL,0,0.53,1,0,0,14191,0,0.12,LinkedIn,0.0,1,1,0,0,-0.69
IMP_469,2021-03-09,BUY_26611,UAE,Textiles,2748.0,139137719,2749,NaN,1,0.75,0,Unknown,1,14114,0,0.69,LinkedIn,0.46,0,0,1,1,-0.87
IMP_470,2025-01-16,BUY_18784,Canada,Auto Parts,0.0,111587523,2785,ISO9001,1,0.83,1,1,0,18438,0,0.54,Email,0.0,1,0,0,1,-0.26
IMP_471,2021-05-22,BUY_56833,Italy,Engineering,0.0,59958014,3958,NaN,1,0.17,0,1,0,4178,1,0.72,Call,0.0,0,0,1,0,0.64
IMP_472,2024-04-08,BUY_75818,Australia,Textiles,0.0,98354578,1104,NaN,1,0.76,1,Unknown,1,8682,1,0.59,WhatsApp,0.11,1,1,0,1,-0.14
IMP_473,2022-05-16,BUY_57153,Australia,Chemicals,0.0,145289548,4882,RoHS,0,0.82,1,Unknown,0,14516,0,0.88,Email,0.0,0,1,0,1,0.9
IMP_474,2022-11-18,BUY_26493,Germany,Medical Devices,0.0,2221033,4677,NaN,0,0.08,0,0,0,306,0,0.02,LinkedIn,0.88,1,0,1,1,-0.29
IMP_475,2024-09-12,BUY_28718,Singapore,Engineering,0.0,164687162,3376,NaN,1,0.97,1,Unknown,0,15157,1,0.76,LinkedIn,0.0,1,0,0,0,0.67
IMP_476,2024-08-14,BUY_96837,UK,Machinery,0.0,13569359,5910,ISO9001,0,0.3,0,Unknown,1,15389,1,0.51,LinkedIn,0.0,0,0,0,1,0.08
IMP_477,2022-08-16,BUY_89427,Japan,Medical Devices,0.0,68488621,2740,NaN,0,0.33,0,0,0,8086,0,0.79,WhatsApp,0.73,1,1,1,1,-0.25
IMP_478,2021-10-26,BUY_27150,Netherlands,Medical Devices,0.0,65154428,4568,ISO9001,0,0.35,0,Unknown,1,4209,1,0.18,LinkedIn,0.0,0,0,1,0,0.15
IMP_479,2021-08-28,BUY_54766,Australia,Engineering,0.0,86778007,1442,ISO9001,0,0.88,0,Unknown,1,15860,1,0.73,Email,0.0,0,0,1,0,0.66
IMP_480,2022-02-11,BUY_22626,Australia,Machinery,5108.0,92616503,3469,NaN,1,0.02,1,1,0,5718,1,0.89,NaN,0.0,1,1,0,1,0.05
IMP_481,2024-05-30,BUY_32890,Canada,Medical Devices,0.0,38445183,2810,ISO9001,1,0.7,1,Unknown,1,5252,1,0.1,Email,0.0,0,0,0,1,0.17
IMP_482,2022-08-16,BUY_47818,Germany,Auto Parts,0.0,138130245,2315,NaN,0,0.47,1,Unknown,0,19657,0,0.44,Email,0.0,0,0,1,1,0.87
IMP_483,2024-01-26,NaN,Netherlands,Textiles,2525.0,47278815,5458,NaN,0,0.87,0,Unknown,0,10451,0,0.49,NaN,0.76,1,0,0,1,0.73
IMP_484,2021-05-20,BUY_43107,UAE,Auto Parts,0.0,114720895,3619,ISO9001,1,0.72,0,0,0,10126,0,0.14,WhatsApp,0.25,1,1,0,0,-1.0
IMP_485,2024-12-26,BUY_98895,Netherlands,IT Software,4329.0,51246360,5691,SOC2,1,0.3,0,Unknown,1,15712,1,0.97,WhatsApp,0.0,0,1,1,0,0.47
IMP_486,2022-11-09,BUY_15056,France,Electronics,0.0,70123038,3597,NaN,0,0.4,1,Unknown,0,12196,0,0.03,Call,0.57,1,1,1,1,0.87
IMP_487,2023-10-05,BUY_93914,Netherlands,Pharmaceuticals,0.0,94420587,2254,EU-GMP,1,0.44,1,1,1,4697,1,0.98,Email,0.28,1,1,0,1,0.34
IMP_488,2022-08-16,BUY_76952,Italy,Electronics,5937.0,19017980,165,NaN,0,0.25,1,0,0,10359,0,0.55,WhatsApp,0.63,0,1,0,0,0.65
IMP_489,2024-03-24,BUY_74633,Germany,Machinery,5992.0,185319509,4501,NaN,1,0.05,1,1,1,19167,0,0.58,Call,0.0,1,0,0,0,-0.12
IMP_490,2023-11-10,BUY_89288,Canada,Chemicals,6919.0,179584324,5212,ISO14001,0,0.54,1,Unknown,1,6656,1,0.34,NaN,0.0,1,1,0,0,0.75
IMP_491,2021-04-08,BUY_74119,UAE,Machinery,4503.0,50626454,6690,ISO9001,0,0.21,0,Unknown,1,15879,0,0.45,Email,0.81,0,1,0,1,-0.5
IMP_492,2024-10-07,BUY_18778,Australia,Textiles,0.0,174520608,2618,NaN,1,0.84,1,0,1,18824,1,0.17,Email,0.0,1,1,1,0,-0.85
IMP_493,2022-12-16,BUY_85105,Australia,Engineering,0.0,140989391,3683,NaN,1,0.31,0,0,0,1744,0,0.91,Email,0.0,1,0,0,1,-0.11
IMP_494,2021-06-10,BUY_21962,Australia,Textiles,0.0,27475345,6214,ISO9001,1,0.12,0,Unknown,1,1596,0,0.2,LinkedIn,0.25,1,1,1,0,0.17
IMP_495,2023-06-24,BUY_91100,Singapore,Textiles,0.0,81281050,1317,NaN,1,0.68,1,1,1,7165,1,0.42,NaN,0.22,1,1,1,0,-0.3
IMP_496,2023-01-21,BUY_74966,UK,Textiles,0.0,100636850,3541,ISO9001,0,0.04,0,1,1,18487,1,0.46,Email,0.0,1,1,1,1,-0.75
IMP_497,2023-06-13,BUY_93230,UK,Electronics,0.0,80641155,6374,ISO9001,0,0.59,0,0,0,18457,0,0.91,LinkedIn,0.53,1,0,0,1,0.24
IMP_498,2022-08-22,NaN,USA,Machinery,6086.0,187936308,6457,ISO9001,0,0.84,1,1,1,14615,0,0.22,Email,0.0,1,0,0,0,-0.23
IMP_499,2024-02-11,BUY_78617,Australia,Auto Parts,754.0,7802383,5779,ISO9001,1,0.88,1,1,1,1226,0,0.68,LinkedIn,0.23,1,0,0,1,0.72
IMP_500,2023-10-09,BUY_34667,Germany,Electronics,0.0,97966961,5989,NaN,1,0.5,1,1,1,16101,0,0.06,WhatsApp,0.02,1,1,1,1,0.91
IMP_501,2023-10-31,BUY_80691,UK,Medical Devices,2238.0,31225973,211,ISO9001,1,0.83,0,Unknown,0,5638,0,0.28,NaN,0.0,1,0,0,0,-0.1
IMP_502,2024-02-02,BUY_99697,Australia,Auto Parts,6771.0,61172969,5105,NaN,0,0.56,1,1,1,8201,1,0.71,WhatsApp,0.0,1,0,1,0,0.37
IMP_503,2024-12-22,BUY_75233,Japan,Auto Parts,6358.0,77191808,2133,ISO9001,1,0.36,0,0,0,1203,0,0.87,NaN,0.0,1,1,0,1,-0.53
IMP_504,2024-01-27,NaN,Japan,Textiles,0.0,53638718,4500,NaN,0,0.27,1,Unknown,0,8755,0,0.14,WhatsApp,0.67,1,0,0,1,-0.97
IMP_505,2021-11-19,BUY_12097,UK,Machinery,6660.0,26122365,5188,NaN,0,0.21,0,Unknown,1,4379,0,0.41,Call,0.0,0,1,0,1,-0.51
IMP_506,2023-02-01,BUY_49563,Canada,IT Software,0.0,76419868,4703,GDPR,1,0.14,0,Unknown,1,17164,1,0.88,Call,0.37,0,0,1,0,0.31
IMP_507,2023-07-20,BUY_34075,UAE,IT Software,0.0,26554175,3521,GDPR,1,0.31,1,0,0,6405,1,0.83,Call,0.0,1,0,0,1,-0.32
IMP_508,2021-01-25,BUY_17828,USA,Textiles,6057.0,182247395,5738,ISO9001,1,0.16,1,1,0,3197,1,0.18,Call,0.0,1,1,0,1,0.11
IMP_509,2021-09-17,BUY_34364,Italy,Chemicals,789.0,148368946,2391,ISO14001,1,0.99,1,Unknown,0,8755,0,0.63,Email,0.0,0,0,1,1,-0.78
IMP_510,2023-10-22,BUY_12543,Italy,Pharmaceuticals,6094.0,100591770,176,WHO-GMP,1,0.66,1,1,1,11600,0,0.55,NaN,0.0,1,1,0,0,-0.72
IMP_511,2023-03-05,BUY_18993,Singapore,Electronics,4485.0,167324206,1043,NaN,1,0.83,0,0,0,17280,1,0.62,Email,0.0,1,1,1,0,0.29
IMP_512,2021-12-29,BUY_10091,Singapore,Solar,5504.0,13032736,410,UL,0,0.19,1,1,0,914,1,0.47,NaN,0.0,0,0,1,1,0.97
IMP_513,2023-01-06,BUY_34684,Canada,Medical Devices,0.0,134021238,2806,NaN,1,0.65,1,0,0,13881,0,0.83,LinkedIn,0.0,1,0,1,1,0.44
IMP_514,2024-07-30,BUY_67238,UK,Auto Parts,0.0,166837207,27,NaN,0,0.97,0,Unknown,1,16177,0,0.4,Email,0.3,0,0,0,1,-0.68
IMP_515,2021-09-03,BUY_22341,UAE,IT Software,1564.0,49007998,6383,ISO27001,0,0.02,1,1,0,18052,1,0.06,LinkedIn,0.35,0,0,0,0,-0.34
IMP_516,2022-08-14,BUY_66649,UK,Engineering,0.0,166281152,3135,ISO14001,1,0.31,1,0,0,12586,1,0.88,Email,0.0,1,1,1,0,0.02
IMP_517,2022-10-16,BUY_87513,France,Auto Parts,0.0,182347097,4915,ISO9001,1,0.29,0,0,1,6175,1,0.23,WhatsApp,0.93,1,0,1,1,0.53
IMP_518,2023-08-26,BUY_84650,Australia,Medical Devices,7699.0,82022964,1576,ISO9001,1,0.51,1,1,0,1071,1,0.4,LinkedIn,0.0,1,1,1,0,0.51
IMP_519,2024-06-16,BUY_52800,Netherlands,Chemicals,0.0,30244008,1315,REACH,0,0.96,0,Unknown,1,19737,1,0.33,Call,0.67,1,1,1,1,-0.13
IMP_520,2024-03-26,BUY_66277,Netherlands,Chemicals,0.0,127447159,2161,RoHS,0,0.56,1,0,1,16213,0,0.46,NaN,0.09,0,1,0,0,0.4
IMP_521,2024-03-24,BUY_44633,Netherlands,Pharmaceuticals,2033.0,173723459,1478,WHO-GMP,1,0.22,0,Unknown,0,329,1,0.36,LinkedIn,0.0,0,1,1,1,0.84
IMP_522,2024-01-02,BUY_88342,Netherlands,Machinery,3612.0,121817435,3001,ISO9001,1,0.01,1,0,0,3003,0,0.58,Email,0.96,0,0,1,1,0.14
IMP_523,2021-03-13,BUY_30038,UK,Solar,0.0,155248053,676,TUV,0,0.21,1,1,1,11698,1,0.1,Call,0.0,0,0,0,1,0.03
IMP_524,2024-11-20,BUY_18414,France,Engineering,0.0,137695367,1495,NaN,1,0.36,1,1,0,3924,0,0.37,NaN,0.0,1,1,0,0,0.82
IMP_525,2023-02-14,NaN,UK,Solar,0.0,144655240,1009,NaN,0,0.66,1,0,0,13174,0,0.95,Email,0.0,0,1,1,0,0.07
IMP_526,2024-04-11,BUY_73170,Japan,Machinery,5119.0,152795291,4802,NaN,0,0.4,0,1,1,16004,0,0.42,Email,0.0,1,0,1,0,-0.54
IMP_527,2022-02-17,BUY_18681,Italy,Textiles,4209.0,97373367,2177,NaN,1,0.11,0,1,1,6510,0,0.6,WhatsApp,0.35,0,0,1,1,-0.98
IMP_528,2024-09-13,BUY_95777,Italy,Chemicals,206.0,6235296,5795,NaN,1,0.6,0,0,1,18639,0,0.96,NaN,0.0,1,1,1,1,0.62
IMP_529,2021-10-02,BUY_72074,Netherlands,Pharmaceuticals,0.0,117457342,6542,FDA,1,0.71,0,1,0,224,1,0.0,LinkedIn,0.0,0,1,0,1,-0.44
IMP_530,2023-04-28,BUY_24792,Germany,Chemicals,4300.0,59749537,3125,NaN,0,0.84,1,1,0,10684,0,0.82,LinkedIn,0.49,0,0,0,0,-0.85
IMP_531,2024-05-30,BUY_96656,Germany,Engineering,7142.0,179778431,2736,ISO9001,0,0.15,1,1,0,4013,0,0.6,LinkedIn,0.0,0,0,0,1,-0.59
IMP_532,2021-10-03,BUY_35887,USA,Auto Parts,4801.0,108042651,4190,ISO9001,0,0.47,1,0,1,12657,1,0.24,Call,0.17,1,0,0,0,-0.58
IMP_533,2024-06-05,BUY_67633,USA,Engineering,0.0,45227067,4616,ISO14001,1,0.67,0,0,0,10816,1,0.59,WhatsApp,0.0,1,0,0,1,-0.47
IMP_534,2022-03-09,BUY_12401,Japan,IT Software,0.0,26768698,5158,NaN,1,0.95,0,1,1,13514,0,0.67,NaN,0.0,0,0,0,1,0.71
IMP_535,2024-08-08,BUY_82724,Japan,Textiles,3519.0,13556543,2653,ISO9001,0,0.12,1,0,0,18937,1,0.23,NaN,0.0,1,1,0,0,-0.9
IMP_536,2021-01-21,BUY_32808,UAE,Chemicals,0.0,2293739,454,NaN,1,0.24,0,1,0,19155,0,0.32,WhatsApp,0.44,0,0,0,0,0.88
IMP_537,2024-09-06,BUY_65575,France,Medical Devices,0.0,172313072,1022,ISO9001,0,0.35,0,1,1,16945,1,0.82,NaN,0.36,0,0,1,0,0.75
IMP_538,2024-09-26,BUY_51935,Germany,Pharmaceuticals,0.0,40911193,2104,EU-GMP,0,0.91,1,1,1,9123,1,0.88,Email,0.55,1,1,1,0,-0.98
IMP_539,2021-02-27,BUY_16509,Netherlands,Auto Parts,0.0,184241101,4195,NaN,1,0.98,1,1,1,3722,0,0.5,Email,0.0,1,0,0,1,0.63
IMP_540,2022-04-25,BUY_54320,Italy,Textiles,0.0,71592149,160,ISO9001,0,0.67,0,Unknown,0,6602,0,0.08,Call,0.0,0,1,0,1,0.16
IMP_541,2024-11-01,BUY_17741,Singapore,Solar,824.0,152548663,4732,IEC,1,0.16,1,0,0,13812,0,0.8,NaN,0.57,0,0,0,0,0.41
IMP_542,2023-05-25,BUY_51027,UK,Medical Devices,5465.0,180950718,818,ISO9001,1,0.55,1,Unknown,1,13615,0,0.47,NaN,0.0,1,0,0,0,-0.51
IMP_543,2024-05-28,BUY_49761,USA,IT Software,0.0,36893224,450,SOC2,0,0.52,1,Unknown,0,8665,1,1.0,WhatsApp,0.0,1,1,0,1,-0.82
IMP_544,2025-02-02,BUY_84960,Netherlands,Solar,2211.0,178142879,4828,NaN,0,0.26,1,Unknown,0,4542,1,0.7,LinkedIn,0.0,1,0,0,1,-0.03
IMP_545,2022-05-16,BUY_56716,Italy,Machinery,0.0,175964567,1710,NaN,1,0.15,1,Unknown,0,9188,0,0.31,NaN,0.0,1,1,0,0,0.99
IMP_546,2024-01-09,BUY_37378,Netherlands,Machinery,5963.0,77622803,1007,ISO9001,1,0.57,1,1,0,16029,0,0.69,WhatsApp,0.0,0,0,1,1,-0.98
IMP_547,2022-03-15,BUY_44920,USA,Machinery,96.0,58912242,39,NaN,1,0.15,0,Unknown,0,4475,1,0.25,Email,0.0,0,1,0,1,-0.43
IMP_548,2023-06-20,BUY_21345,Germany,Auto Parts,0.0,110992131,4124,NaN,0,0.29,1,Unknown,1,8297,0,0.62,Call,0.0,1,0,0,0,0.27
IMP_549,2024-06-04,BUY_35321,Canada,Solar,690.0,103702744,5644,IEC,1,0.98,0,1,1,4676,1,0.51,LinkedIn,0.0,1,1,0,0,0.86
IMP_550,2023-06-13,BUY_11871,Canada,Machinery,0.0,65120962,3155,ISO9001,1,0.92,1,0,1,13606,1,0.33,WhatsApp,0.0,0,1,1,1,0.0
IMP_551,2024-08-04,BUY_45795,France,Pharmaceuticals,0.0,105594005,5930,EU-GMP,1,0.12,0,Unknown,1,2267,0,0.2,WhatsApp,0.92,0,0,0,0,-0.21
IMP_552,2023-12-06,BUY_82831,Singapore,Auto Parts,3971.0,53744245,2804,NaN,0,0.59,0,1,1,9557,0,0.64,LinkedIn,0.71,1,0,1,0,-0.97
IMP_553,2022-01-16,BUY_26603,Australia,Textiles,4642.0,164758623,6592,NaN,0,0.31,0,0,1,10968,1,0.95,WhatsApp,0.0,0,0,1,0,0.14
IMP_554,2023-05-19,BUY_82354,Netherlands,Medical Devices,5695.0,11962449,1565,ISO9001,1,0.43,0,0,1,10464,0,0.91,Call,0.37,0,0,1,0,-0.95
IMP_555,2022-02-21,NaN,Netherlands,Pharmaceuticals,4418.0,68438136,254,WHO-GMP,1,0.59,1,0,1,15731,1,0.48,WhatsApp,0.51,0,0,1,1,0.54
IMP_556,2021-07-18,BUY_69004,France,IT Software,0.0,155427507,6094,GDPR,1,0.55,1,Unknown,1,6751,0,0.13,NaN,0.0,0,0,1,1,0.82
IMP_557,2024-10-31,BUY_62700,Germany,Chemicals,7409.0,177688847,840,REACH,0,0.11,1,1,1,3375,1,0.27,Email,0.0,1,0,1,1,-0.75
IMP_558,2023-11-13,BUY_80943,Italy,Medical Devices,1631.0,134605640,6132,ISO9001,1,0.77,1,1,1,5868,1,0.47,Call,0.95,1,1,1,1,0.95
IMP_559,2025-01-13,BUY_45594,Canada,Medical Devices,7751.0,18951002,5432,NaN,0,0.47,0,0,0,16629,1,0.1,LinkedIn,0.0,0,1,1,0,0.22
IMP_560,2025-02-03,BUY_35179,Netherlands,Solar,3093.0,116375044,662,NaN,0,0.87,0,Unknown,1,18800,0,0.22,Call,0.38,1,1,1,1,0.49
IMP_561,2021-11-09,BUY_55382,France,Solar,1544.0,180263271,5378,TUV,1,0.86,0,0,0,9518,1,0.27,Call,0.45,0,1,0,1,0.86
IMP_562,2022-01-30,BUY_23003,Canada,Pharmaceuticals,0.0,85227290,3269,NaN,1,0.33,1,Unknown,1,12996,0,0.59,Email,0.52,1,1,0,1,-0.67
IMP_563,2021-11-09,BUY_76368,Australia,Auto Parts,3648.0,24291864,6238,NaN,1,0.3,1,Unknown,0,7498,0,0.2,Call,0.0,1,1,0,1,0.04
IMP_564,2022-01-08,BUY_88586,Canada,IT Software,0.0,166247843,1111,ISO27001,0,0.59,0,0,1,5215,1,0.08,NaN,0.0,1,1,0,1,-0.05
IMP_565,2021-12-31,BUY_88535,Italy,Electronics,0.0,79532192,6128,ISO9001,0,0.74,0,1,0,17605,1,0.82,LinkedIn,0.0,1,0,1,1,-0.67
IMP_566,2022-09-19,BUY_32479,Germany,Chemicals,7820.0,87653612,1005,ISO14001,1,0.78,0,1,1,2090,0,0.95,LinkedIn,0.0,0,1,0,0,0.79
IMP_567,2024-05-19,BUY_87934,Australia,Textiles,815.0,173049964,4367,ISO9001,1,0.64,0,Unknown,1,5459,0,0.9,NaN,0.44,0,0,1,0,0.43
IMP_568,2023-02-22,BUY_15147,Italy,IT Software,0.0,147138295,1009,GDPR,0,0.56,1,1,1,19472,1,0.4,NaN,0.72,0,1,1,1,-0.86
IMP_569,2022-10-21,BUY_60826,Japan,Machinery,0.0,48144428,1604,NaN,1,0.22,1,Unknown,1,7734,0,0.35,WhatsApp,0.0,0,1,0,0,-0.53
IMP_570,2022-07-09,BUY_85542,Italy,Machinery,0.0,2256561,5593,NaN,1,0.28,0,1,0,16466,0,0.91,NaN,0.1,1,1,1,0,0.71
IMP_571,2023-05-31,BUY_63412,Singapore,Auto Parts,0.0,20022836,6929,ISO9001,0,0.35,1,1,0,15584,1,0.13,LinkedIn,0.0,0,1,0,1,1.0
IMP_572,2022-04-15,BUY_98015,Italy,IT Software,611.0,171487102,2018,NaN,1,0.75,1,0,1,16450,1,0.35,Email,0.75,0,1,1,0,-0.17
IMP_573,2022-04-05,BUY_86530,Australia,Solar,5848.0,195785537,4829,NaN,1,0.9,0,1,0,14194,0,0.14,WhatsApp,0.0,0,1,0,1,0.29
IMP_574,2021-11-08,BUY_95140,Canada,Electronics,0.0,43660958,272,NaN,0,0.91,0,0,0,16027,1,0.4,WhatsApp,0.0,1,1,0,1,-0.65
IMP_575,2023-08-31,BUY_80571,Germany,IT Software,6657.0,21742781,6089,GDPR,1,0.71,0,Unknown,1,7226,1,0.5,Email,0.0,1,0,1,0,-0.4
IMP_576,2023-05-09,BUY_58651,USA,Auto Parts,2300.0,12628070,235,NaN,1,0.31,0,1,0,15158,1,0.7,NaN,0.0,0,1,0,0,-0.82
IMP_577,2021-01-30,BUY_24280,USA,IT Software,5252.0,3457340,5758,NaN,0,0.47,0,Unknown,0,17330,0,0.36,WhatsApp,0.0,1,0,1,1,-0.89
IMP_578,2023-05-13,BUY_73288,Canada,Solar,0.0,54179758,3455,TUV,0,0.93,0,1,1,19702,1,0.93,LinkedIn,0.3,1,0,0,0,0.11
IMP_579,2022-10-18,BUY_53110,Australia,Medical Devices,5344.0,179125115,6754,ISO9001,1,0.9,0,Unknown,0,13819,0,0.9,Email,0.0,0,0,1,1,0.04
IMP_580,2023-05-14,NaN,France,Machinery,0.0,67971056,5304,NaN,0,0.96,1,0,1,18666,1,0.04,Call,0.0,1,0,0,0,0.36
IMP_581,2023-06-02,BUY_76624,Australia,IT Software,5895.0,59998603,5510,SOC2,1,0.63,1,1,1,19448,0,0.34,LinkedIn,0.0,1,0,1,0,0.86
IMP_582,2021-08-24,BUY_87617,France,Electronics,0.0,41326839,2663,NaN,0,0.44,0,1,1,3920,0,0.67,NaN,0.83,0,0,0,0,-0.03
IMP_583,2021-02-01,BUY_65030,UK,Pharmaceuticals,0.0,73287296,2272,EU-GMP,0,0.3,0,0,0,14824,0,0.96,LinkedIn,0.0,1,0,1,1,0.02
