NEWS_ID,Date,Region,Event_Type,Impact_Level,Affected_Industry,Tariff_Change,StockMarket_Shock,War_Flag,Natural_Calamity_Flag,Currency_Shift
NEWS_1958,2021-07-14,Asia,Supply Chain Shock,Medium,Solar,-0.69,0.81,0,0,-0.6
NEWS_1959,2021-02-01,Europe,Stock Crash,High,Chemicals,-0.32,0.04,1,1,0.7
NEWS_1960,2021-07-17,Asia,Stock Crash,Medium,Chemicals,-0.51,-0.17,0,0,0.39
NEWS_1961,2022-03-13,Asia,Supply Chain Shock,Low,Medical Devices,-0.16,0.52,1,1,0.12
NEWS_1962,2021-07-17,Asia,War Alert,Low,Solar,0.04,0.87,1,1,0.73
NEWS_1963,2022-05-12,Middle East,Trade Agreement,Low,Medical Devices,-0.39,-0.59,1,0,0.77
NEWS_1964,2021-05-30,Middle East,Natural Calamity,Low,Textiles,0.25,-0.47,0,0,-0.72
NEWS_1965,2024-12-08,Global,Trade Agreement,Medium,Electronics,0.01,0.82,1,1,0.34
NEWS_1966,2022-12-14,Middle East,Tariff Update,High,Chemicals,-0.96,0.9,0,0,0.38
NEWS_1967,2024-09-04,Europe,Stock Crash,Low,Electronics,-0.73,0.37,0,0,0.73
NEWS_1968,2022-01-07,Global,Trade Agreement,Medium,Auto Parts,-0.83,0.04,0,1,-0.56
NEWS_1969,2022-02-03,Asia,Trade Agreement,Medium,IT Software,-0.6,-0.86,1,1,0.18
NEWS_1970,2021-11-01,Global,Natural Calamity,Medium,Machinery,-0.39,0.7,1,1,0.09
NEWS_1971,2023-07-29,Middle East,Natural Calamity,High,Medical Devices,-0.35,0.25,1,1,0.85
NEWS_1972,2022-04-01,Global,War Alert,Medium,Textiles,-0.34,0.75,0,0,-0.65
NEWS_1973,2023-03-07,Asia,Supply Chain Shock,High,Engineering,0.41,-0.13,0,1,-0.43
NEWS_1974,2022-10-31,Middle East,Supply Chain Shock,Low,Pharmaceuticals,-0.03,0.23,0,1,0.02
NEWS_1975,2024-06-16,Europe,Tariff Update,Low,Machinery,0.39,-0.22,1,0,-0.16
NEWS_1976,2021-12-19,Global,Stock Crash,Low,Engineering,-0.53,0.14,0,0,0.38
NEWS_1977,2022-03-12,Asia,Stock Crash,Medium,Solar,-0.98,-0.95,1,1,-0.34
NEWS_1978,2024-07-04,Asia,War Alert,High,IT Software,-0.39,-0.37,0,0,-0.51
NEWS_1979,2022-06-27,Asia,Tariff Update,Medium,Pharmaceuticals,-0.34,0.28,1,0,0.91
NEWS_1980,2021-07-19,Europe,War Alert,Low,Chemicals,0.02,0.9,1,0,0.4
NEWS_1981,2021-07-04,Asia,Natural Calamity,High,Engineering,0.49,0.95,0,1,-0.17
NEWS_1982,2024-05-27,Asia,Tariff Update,Medium,Auto Parts,-0.2,-0.54,1,0,-0.86
NEWS_1983,2024-12-12,Global,Tariff Update,Medium,Solar,-0.09,0.54,1,0,0.56
NEWS_1984,2024-07-12,Global,War Alert,High,Engineering,0.32,-0.5,1,0,-0.49
NEWS_1985,2023-09-29,Asia,War Alert,High,Electronics,0.88,0.44,0,0,0.05
NEWS_1986,2023-10-05,Europe,Trade Agreement,Low,Medical Devices,0.11,-0.47,0,0,-0.44
NEWS_1987,2024-10-05,Asia,War Alert,High,Electronics,1.0,0.37,0,1,-0.67
NEWS_1988,2021-08-24,Middle East,War Alert,Low,Engineering,0.18,-0.12,0,0,0.06
NEWS_1989,2024-09-29,Asia,Natural Calamity,High,Solar,0.13,-0.12,1,0,0.2
NEWS_1990,2024-07-26,Asia,Trade Agreement,Medium,Pharmaceuticals,-0.71,-0.34,0,1,-0.2
NEWS_1991,2021-05-09,Asia,Trade Agreement,Low,Pharmaceuticals,0.67,-0.58,1,1,0.83
NEWS_1992,2022-10-12,North America,Supply Chain Shock,Low,Pharmaceuticals,-0.09,0.09,1,1,0.33
NEWS_1993,2023-06-12,Europe,Trade Agreement,High,Pharmaceuticals,-0.35,0.03,1,1,0.45
NEWS_1994,2024-10-30,North America,Stock Crash,Low,Textiles,1.0,0.3,0,0,0.65
NEWS_1995,2022-09-06,North America,Stock Crash,Low,Textiles,-0.11,-0.89,1,0,0.69
NEWS_1996,2024-09-30,Global,Natural Calamity,High,Auto Parts,0.09,0.24,0,1,0.48
NEWS_1997,2024-07-23,Asia,Tariff Update,Low,Solar,-0.98,0.1,1,1,0.56
NEWS_1998,2023-08-25,Asia,Supply Chain Shock,High,Pharmaceuticals,0.33,-0.98,0,0,0.83
NEWS_1999,2021-08-02,Europe,Supply Chain Shock,Medium,Chemicals,-0.24,0.78,1,0,0.97
NEWS_2000,2023-02-08,Middle East,Tariff Update,Low,Electronics,0.25,-0.33,1,0,0.21
NEWS_2001,2024-06-26,Middle East,War Alert,Low,Pharmaceuticals,0.65,-0.68,0,1,0.86
NEWS_2002,2021-02-02,North America,Tariff Update,High,Auto Parts,-0.4,0.46,1,1,-0.42
NEWS_2003,2024-02-15,Europe,Stock Crash,High,Medical Devices,-0.39,0.8,1,0,-0.58
NEWS_2004,2022-08-01,Middle East,Natural Calamity,Low,Auto Parts,0.06,-0.46,0,1,0.84
NEWS_2005,2022-12-16,North America,Tariff Update,Medium,Solar,-0.77,0.86,1,0,-0.18
NEWS_2006,2024-02-11,Global,Stock Crash,Low,Pharmaceuticals,-0.69,0.71,0,1,-0.07
NEWS_2007,2021-01-03,Middle East,War Alert,Low,Textiles,-0.14,0.37,0,0,-0.11
NEWS_2008,2025-01-27,Global,Supply Chain Shock,High,Electronics,-0.67,-0.64,1,0,0.48
NEWS_2009,2021-09-30,Europe,War Alert,Low,Medical Devices,0.14,0.82,0,0,0.04
NEWS_2010,2023-01-22,Middle East,Stock Crash,Low,Solar,0.14,-0.1,1,1,-0.66
NEWS_2011,2024-11-22,North America,Tariff Update,High,Machinery,-0.17,0.04,1,1,-0.97
NEWS_2012,2025-01-19,Middle East,Stock Crash,Medium,Chemicals,-0.29,0.3,1,0,-0.26
NEWS_2013,2021-01-09,Global,War Alert,Medium,Medical Devices,-0.3,-0.86,1,1,-0.68
NEWS_2014,2022-12-24,North America,Supply Chain Shock,Low,Electronics,0.81,0.45,0,1,0.44
NEWS_2015,2025-01-05,Global,War Alert,Low,Solar,-0.47,0.27,1,1,-0.73
NEWS_2016,2023-11-28,Asia,Supply Chain Shock,Medium,Pharmaceuticals,0.65,-0.48,1,0,0.15
NEWS_2017,2023-11-06,Asia,Natural Calamity,Low,Textiles,0.09,-0.39,0,0,-0.59
NEWS_2018,2024-02-15,Middle East,Trade Agreement,Medium,Auto Parts,-0.89,-0.35,0,0,0.26
NEWS_2019,2023-12-10,Asia,Stock Crash,Medium,Medical Devices,0.61,-0.14,0,1,0.19
NEWS_2020,2023-06-18,Asia,Natural Calamity,Medium,Electronics,-0.53,0.37,1,1,0.33
NEWS_2021,2023-01-15,Asia,War Alert,Low,Electronics,-0.87,0.97,0,1,-0.71
NEWS_2022,2022-01-29,Europe,War Alert,High,Auto Parts,-0.85,0.58,1,0,0.32
NEWS_2023,2024-10-26,Global,Tariff Update,High,Machinery,-0.97,0.27,0,1,0.44
NEWS_2024,2021-10-07,Europe,Tariff Update,High,Engineering,0.3,0.45,0,1,-0.55
NEWS_2025,2023-09-22,Global,Supply Chain Shock,Low,Pharmaceuticals,0.98,0.96,0,0,-0.79
NEWS_2026,2021-01-11,North America,Tariff Update,High,Auto Parts,-0.99,0.66,0,0,-0.41
NEWS_2027,2021-08-17,Asia,Tariff Update,Low,Engineering,-0.16,-0.29,1,0,0.87
NEWS_2028,2024-01-07,North America,War Alert,High,Electronics,-0.24,0.11,1,0,-0.93
NEWS_2029,2024-09-21,Europe,Natural Calamity,Low,Medical Devices,-0.87,0.08,0,0,-0.26
NEWS_2030,2023-10-17,Global,Natural Calamity,High,Auto Parts,0.95,0.71,0,0,-0.78
NEWS_2031,2024-12-17,Global,Tariff Update,Low,Machinery,-0.98,-0.57,0,1,0.59
NEWS_2032,2024-02-27,Middle East,Trade Agreement,Medium,Auto Parts,0.48,-0.68,1,1,0.0
NEWS_2033,2024-09-29,Asia,Natural Calamity,High,Pharmaceuticals,-0.5,-0.18,0,0,0.57
NEWS_2034,2022-06-30,Global,Trade Agreement,High,Medical Devices,0.8,-0.23,0,1,0.79
NEWS_2035,2022-09-14,Middle East,Tariff Update,Medium,Chemicals,-0.58,-1.0,1,0,0.27
NEWS_2036,2024-09-12,Middle East,War Alert,Medium,Pharmaceuticals,0.92,0.4,1,1,-0.47
NEWS_2037,2021-06-27,Asia,Tariff Update,Low,Auto Parts,0.32,0.17,0,0,0.58
NEWS_2038,2021-04-14,Europe,Tariff Update,Medium,Chemicals,0.64,-0.96,1,1,0.69
NEWS_2039,2022-08-05,Middle East,Supply Chain Shock,Low,Textiles,0.58,-0.23,0,0,0.0
NEWS_2040,2022-12-31,North America,Supply Chain Shock,Medium,Textiles,-0.66,-0.74,1,0,0.1
NEWS_2041,2023-06-26,Global,Tariff Update,Low,Pharmaceuticals,0.87,-0.94,1,1,-0.42
NEWS_2042,2024-01-22,Europe,Tariff Update,High,Chemicals,-0.18,0.62,0,0,-0.6
NEWS_2043,2022-04-13,Middle East,Natural Calamity,Low,Medical Devices,0.04,-0.32,1,1,-0.18
NEWS_2044,2023-11-15,Global,Trade Agreement,High,Engineering,-0.28,0.5,1,1,-0.54
NEWS_2045,2023-07-09,Asia,Stock Crash,High,Engineering,0.78,0.82,0,1,-0.73
NEWS_2046,2024-06-02,Europe,Trade Agreement,High,Chemicals,-0.64,0.55,0,1,-0.83
NEWS_2047,2022-07-19,Global,Tariff Update,Low,Engineering,-0.61,-0.43,1,0,-0.35
NEWS_2048,2025-02-03,Middle East,Stock Crash,Medium,Textiles,-0.05,-0.32,1,0,0.47
NEWS_2049,2022-07-10,Asia,Tariff Update,Low,Engineering,-0.9,-0.96,1,1,-0.87
NEWS_2050,2025-01-25,Asia,Supply Chain Shock,Low,Machinery,-0.27,-0.97,1,0,0.5
NEWS_2051,2021-01-23,Asia,Natural Calamity,High,Chemicals,-0.08,-0.22,0,0,-0.3
NEWS_2052,2023-09-12,Global,War Alert,Medium,Machinery,-0.85,0.09,1,1,0.12
NEWS_2053,2023-03-01,Europe,Tariff Update,Medium,Pharmaceuticals,-0.6,-0.72,1,0,-0.88
NEWS_2054,2022-06-22,Europe,Tariff Update,Low,Engineering,-0.57,-0.85,1,0,0.71
NEWS_2055,2024-02-21,Asia,Supply Chain Shock,Low,Medical Devices,-0.56,-0.05,1,1,-0.07
NEWS_2056,2021-06-03,Middle East,Trade Agreement,Medium,Machinery,0.03,-0.3,1,0,-0.56
NEWS_2057,2022-03-05,Asia,War Alert,Medium,Solar,-0.51,-0.53,1,1,-0.75
NEWS_2058,2024-01-08,Middle East,Stock Crash,Low,Solar,0.52,0.26,0,0,-0.08
NEWS_2059,2022-09-21,North America,Stock Crash,Low,Textiles,0.11,0.96,1,1,0.67
NEWS_2060,2022-10-24,Europe,Trade Agreement,Low,Textiles,-0.34,-0.68,0,1,-0.39
NEWS_2061,2024-08-08,Middle East,Tariff Update,High,Engineering,0.74,-0.88,0,0,-0.64
NEWS_2062,2021-05-31,Middle East,Supply Chain Shock,High,Electronics,0.46,-0.18,1,1,0.65
NEWS_2063,2021-11-20,Middle East,War Alert,Medium,Electronics,0.17,-0.58,1,1,0.36
NEWS_2064,2024-10-11,Asia,Supply Chain Shock,Medium,Chemicals,0.68,-0.62,1,0,0.15
NEWS_2065,2021-03-15,Global,War Alert,High,Auto Parts,-0.77,-0.17,0,1,-0.64
NEWS_2066,2023-10-02,Middle East,Natural Calamity,Medium,Textiles,-0.08,-0.53,1,0,0.6
NEWS_2067,2021-12-26,Middle East,Supply Chain Shock,Medium,IT Software,0.8,-0.1,1,0,-0.81
NEWS_2068,2023-09-22,North America,Natural Calamity,Low,Machinery,0.75,-0.49,0,0,0.5
NEWS_2069,2022-03-06,Europe,War Alert,Medium,Pharmaceuticals,-0.52,-0.58,1,1,0.96
NEWS_2070,2022-06-12,Global,Natural Calamity,Low,Chemicals,-0.34,-0.08,0,1,0.55
NEWS_2071,2022-04-06,Global,Supply Chain Shock,Low,Pharmaceuticals,0.6,-0.15,0,0,-0.06
NEWS_2072,2023-06-21,Middle East,Supply Chain Shock,High,Chemicals,0.81,0.31,1,0,0.29
NEWS_2073,2022-10-30,Europe,Trade Agreement,Medium,Solar,0.27,-0.16,0,1,0.59
NEWS_2074,2021-04-08,Asia,Trade Agreement,Medium,Solar,-0.12,-0.5,1,1,0.2
NEWS_2075,2022-05-29,Middle East,Supply Chain Shock,Low,IT Software,-0.96,0.07,0,0,0.7
NEWS_2076,2021-11-10,Europe,Natural Calamity,High,Chemicals,-0.54,-0.26,0,0,0.87
NEWS_2077,2023-10-29,Global,Supply Chain Shock,Low,Auto Parts,-0.83,0.91,1,1,-0.9
NEWS_2078,2024-10-26,Asia,Tariff Update,Low,IT Software,-0.1,0.19,0,1,0.72
NEWS_2079,2022-01-27,Global,Supply Chain Shock,Medium,IT Software,-0.48,0.43,0,1,0.71
NEWS_2080,2023-05-11,North America,Tariff Update,Medium,Textiles,-0.46,-0.69,1,0,0.4
NEWS_2081,2022-04-08,Middle East,Natural Calamity,High,Pharmaceuticals,-0.56,0.28,0,1,-0.21
NEWS_2082,2025-01-25,Europe,Trade Agreement,Medium,Pharmaceuticals,0.13,0.18,0,0,0.52
NEWS_2083,2022-10-11,Middle East,Trade Agreement,High,Engineering,0.62,-0.54,1,0,-0.84
NEWS_2084,2022-07-10,Europe,Trade Agreement,High,Engineering,-0.54,-0.07,1,0,-0.54
NEWS_2085,2024-03-06,Middle East,Stock Crash,Medium,Solar,0.79,-0.33,0,0,0.71
NEWS_2086,2021-02-27,North America,Supply Chain Shock,Medium,Auto Parts,0.6,-0.94,1,0,0.87
NEWS_2087,2024-12-05,Global,War Alert,Low,Electronics,-0.94,-0.97,1,1,-0.81
NEWS_2088,2022-02-19,Middle East,Tariff Update,High,Chemicals,-0.4,-0.38,1,1,-0.47
NEWS_2089,2024-09-02,Middle East,Trade Agreement,High,Engineering,-0.32,0.51,1,1,-0.7
NEWS_2090,2022-09-03,Europe,Supply Chain Shock,Low,Auto Parts,-0.55,-0.4,0,0,-0.82
NEWS_2091,2023-11-02,Global,Tariff Update,High,Medical Devices,-0.18,0.01,0,1,0.46
NEWS_2092,2023-09-28,Asia,Supply Chain Shock,Medium,Pharmaceuticals,0.05,-0.68,0,1,-0.8
NEWS_2093,2024-10-17,Asia,Tariff Update,Medium,Chemicals,-0.96,-0.17,0,1,-0.93
NEWS_2094,2023-01-18,Europe,Stock Crash,High,Machinery,-0.48,-0.77,0,0,0.54
NEWS_2095,2023-05-12,Europe,War Alert,Low,Engineering,-0.69,-0.4,0,0,0.07
NEWS_2096,2021-01-07,Global,Supply Chain Shock,Low,Chemicals,0.63,0.86,1,1,-0.82
NEWS_2097,2023-02-22,Europe,Trade Agreement,Medium,Chemicals,0.03,0.36,1,1,-0.02
NEWS_2098,2024-02-06,North America,Tariff Update,Low,Engineering,-0.71,0.21,1,1,-0.76
NEWS_2099,2022-05-23,Middle East,Supply Chain Shock,Medium,Machinery,-0.68,-0.11,1,0,-0.24
NEWS_2100,2024-03-17,North America,Trade Agreement,Low,Auto Parts,-0.94,0.77,0,0,0.73
NEWS_2101,2024-07-06,North America,Tariff Update,High,Pharmaceuticals,-0.2,-0.19,1,1,-0.87
NEWS_2102,2024-12-08,Asia,Tariff Update,High,Pharmaceuticals,-0.57,0.99,1,1,-0.1
NEWS_2103,2024-03-03,Europe,Supply Chain Shock,Medium,Medical Devices,0.61,0.46,1,0,-0.81
NEWS_2104,2023-12-24,Europe,War Alert,Medium,Electronics,0.79,-0.72,1,1,0.52
NEWS_2105,2021-12-15,Asia,Stock Crash,Low,Chemicals,-0.51,0.46,0,0,0.06
NEWS_2106,2023-07-27,Asia,Natural Calamity,High,Auto Parts,-0.41,0.44,0,0,-0.33
NEWS_2107,2024-03-12,Europe,Stock Crash,High,Chemicals,0.74,-0.58,0,1,0.38
NEWS_2108,2021-10-07,Global,Natural Calamity,Medium,Chemicals,0.77,-0.68,0,1,0.88
NEWS_2109,2024-09-18,Europe,War Alert,Low,Medical Devices,0.61,-0.6,1,1,-0.25
NEWS_2110,2021-03-29,Europe,Tariff Update,Medium,Medical Devices,0.05,0.26,0,1,0.4
NEWS_2111,2024-07-17,Europe,Tariff Update,High,Chemicals,-0.53,-0.42,0,1,0.67
NEWS_2112,2023-05-11,Europe,Tariff Update,Medium,Machinery,0.03,0.62,0,1,0.57
NEWS_2113,2024-07-19,Global,Tariff Update,Low,Machinery,-0.9,-0.11,0,0,-0.16
NEWS_2114,2023-08-19,Europe,Trade Agreement,High,Chemicals,-0.45,0.08,0,1,-0.9
NEWS_2115,2022-03-18,North America,Trade Agreement,Medium,Solar,-0.75,-0.7,0,0,-0.22
NEWS_2116,2023-04-13,Asia,War Alert,Low,Engineering,0.7,0.39,1,0,-0.17
NEWS_2117,2022-12-23,Asia,Natural Calamity,Low,Textiles,0.72,0.94,0,1,0.2
NEWS_2118,2021-01-30,North America,Trade Agreement,Medium,Chemicals,0.08,0.67,0,0,0.93
NEWS_2119,2023-05-15,Middle East,Supply Chain Shock,Medium,Solar,-0.54,0.79,0,1,-0.98
NEWS_2120,2024-02-15,Europe,Natural Calamity,High,Chemicals,-0.61,-0.17,0,1,-0.67
NEWS_2121,2021-09-08,Europe,Trade Agreement,High,Solar,0.34,0.97,0,0,-0.85
NEWS_2122,2021-05-04,North America,Supply Chain Shock,Low,IT Software,0.53,-0.84,0,1,0.15
NEWS_2123,2022-03-07,North America,Tariff Update,Medium,Medical Devices,-0.73,0.06,1,0,0.31
NEWS_2124,2021-05-25,Middle East,Stock Crash,Low,Machinery,-0.48,0.68,0,0,-0.74
NEWS_2125,2023-04-15,Europe,Stock Crash,Medium,Electronics,0.35,-0.9,1,0,0.92
NEWS_2126,2023-07-11,Europe,Stock Crash,Low,IT Software,-0.76,0.18,1,1,-0.67
NEWS_2127,2024-04-10,Asia,Natural Calamity,High,Machinery,-0.02,-0.75,0,1,0.02
NEWS_2128,2022-02-06,Global,Trade Agreement,High,Solar,-0.42,-0.08,0,0,0.44
NEWS_2129,2023-01-20,Europe,Stock Crash,High,Solar,0.82,-0.45,1,0,0.03
NEWS_2130,2022-06-18,Middle East,Supply Chain Shock,High,Auto Parts,-0.34,0.8,1,1,0.81
NEWS_2131,2022-06-17,Asia,Stock Crash,Medium,Medical Devices,-0.29,0.35,1,0,-0.71
NEWS_2132,2023-01-02,Europe,War Alert,Medium,Pharmaceuticals,0.19,0.11,0,0,-0.56
NEWS_2133,2023-08-16,North America,Natural Calamity,Medium,Machinery,0.63,0.49,1,1,0.44
NEWS_2134,2024-01-16,Middle East,War Alert,Medium,Medical Devices,0.06,0.69,0,1,-0.43
NEWS_2135,2024-04-09,Global,Natural Calamity,Medium,Solar,-0.39,-0.46,1,1,-0.57
NEWS_2136,2022-08-16,Asia,War Alert,Medium,Pharmaceuticals,0.82,-0.65,0,1,-0.43
NEWS_2137,2024-11-01,Middle East,Tariff Update,High,Electronics,-0.47,0.15,0,0,-0.57
NEWS_2138,2023-04-22,Europe,Natural Calamity,Medium,IT Software,0.36,0.49,0,0,0.29
NEWS_2139,2022-10-15,Asia,Natural Calamity,High,Machinery,-0.41,0.78,1,1,0.3
NEWS_2140,2022-04-11,Middle East,Stock Crash,Medium,Pharmaceuticals,0.5,0.0,0,0,0.69
NEWS_2141,2022-05-03,Asia,Tariff Update,Low,Pharmaceuticals,-0.06,-0.88,1,0,0.79
NEWS_2142,2023-09-07,Asia,Natural Calamity,High,Textiles,-0.32,0.14,1,0,-0.36
NEWS_2143,2024-06-14,North America,Supply Chain Shock,Medium,Chemicals,0.7,-0.53,0,1,0.74
NEWS_2144,2024-03-05,Middle East,Trade Agreement,Low,Engineering,-0.16,-0.63,0,0,-0.15
NEWS_2145,2021-06-04,Asia,Trade Agreement,Low,Medical Devices,0.77,-0.96,0,1,0.63
NEWS_2146,2021-01-11,Global,Tariff Update,Low,Engineering,-0.32,0.99,0,0,-0.23
NEWS_2147,2024-02-14,North America,Stock Crash,High,Engineering,0.39,-0.14,0,0,-0.15
NEWS_2148,2021-05-16,Global,Stock Crash,High,Machinery,-0.13,-0.66,1,0,-0.02
NEWS_2149,2022-04-24,Middle East,Trade Agreement,Medium,Textiles,-0.58,0.96,0,0,-0.64
NEWS_2150,2024-06-01,North America,Stock Crash,High,Textiles,0.0,-0.46,1,1,0.32
NEWS_2151,2024-03-26,Europe,Stock Crash,Medium,Textiles,0.67,-0.1,1,1,-0.23
NEWS_2152,2023-07-04,North America,Tariff Update,High,Machinery,0.94,-0.19,1,1,0.86
NEWS_2153,2024-08-29,Middle East,Tariff Update,Low,Textiles,-0.94,-0.97,1,1,0.56
NEWS_2154,2024-07-29,Europe,Tariff Update,Low,Chemicals,-0.19,-0.51,0,0,-0.33
NEWS_2155,2024-08-08,Asia,War Alert,Low,Medical Devices,0.1,0.05,0,0,0.31
NEWS_2156,2024-06-02,Asia,Tariff Update,Medium,IT Software,-0.05,0.23,0,1,-0.49
NEWS_2157,2022-10-15,North America,Supply Chain Shock,Medium,Machinery,0.44,-0.78,1,0,-0.16
NEWS_2158,2021-11-19,Europe,War Alert,High,Pharmaceuticals,-0.92,-0.07,0,1,-0.62
NEWS_2159,2023-03-14,Middle East,Stock Crash,High,Machinery,0.25,0.26,0,1,-0.91
NEWS_2160,2021-07-31,Middle East,Trade Agreement,High,Textiles,-0.11,0.49,1,1,-0.28
NEWS_2161,2024-09-08,Middle East,Tariff Update,Medium,Electronics,-0.02,0.41,0,0,-0.36
NEWS_2162,2021-02-10,Asia,Natural Calamity,High,Electronics,-0.9,0.8,1,1,0.67
NEWS_2163,2021-04-12,North America,War Alert,Low,Engineering,-0.98,0.4,1,0,-0.45
NEWS_2164,2024-01-21,Europe,Tariff Update,Medium,Engineering,-0.36,-0.11,1,0,0.5
NEWS_2165,2021-07-08,North America,Trade Agreement,Low,Auto Parts,-0.49,-0.21,1,1,0.38
NEWS_2166,2024-03-25,Middle East,Trade Agreement,High,Pharmaceuticals,0.56,-0.88,1,0,-0.34
NEWS_2167,2024-06-05,North America,Natural Calamity,Medium,Engineering,-0.28,0.99,1,1,0.1
NEWS_2168,2022-02-11,Europe,Natural Calamity,Low,Electronics,0.01,-0.74,1,0,1.0
NEWS_2169,2023-03-26,Middle East,Tariff Update,Low,Medical Devices,-0.5,-0.58,0,0,0.68
NEWS_2170,2021-02-07,Asia,Stock Crash,Low,IT Software,-0.27,-0.64,0,0,-1.0
NEWS_2171,2021-10-19,Middle East,Natural Calamity,Low,Medical Devices,-0.43,0.73,0,0,0.44
NEWS_2172,2022-01-14,Middle East,Tariff Update,Low,IT Software,-0.71,0.35,1,1,0.04
NEWS_2173,2021-07-29,Asia,Tariff Update,High,Machinery,-0.97,-0.98,0,0,0.37
NEWS_2174,2023-02-13,Global,Trade Agreement,Medium,Solar,-0.37,0.99,0,1,0.13
NEWS_2175,2022-12-31,North America,Natural Calamity,Low,IT Software,-0.03,-0.48,1,0,0.17
NEWS_2176,2022-10-05,Asia,War Alert,High,Textiles,-0.4,0.96,0,1,-0.83
NEWS_2177,2024-06-01,Middle East,Supply Chain Shock,Low,Chemicals,-0.19,-0.85,1,0,-0.95
NEWS_2178,2021-02-13,Asia,Natural Calamity,High,Pharmaceuticals,-0.73,-0.17,0,1,0.08
NEWS_2179,2021-03-17,Europe,Stock Crash,High,Pharmaceuticals,0.97,0.62,0,0,0.79
NEWS_2180,2023-09-09,Middle East,Supply Chain Shock,High,Textiles,0.93,0.37,0,0,-0.77
NEWS_2181,2021-11-17,North America,Tariff Update,Low,Textiles,-0.06,0.64,1,1,0.14
NEWS_2182,2022-11-10,Europe,War Alert,High,IT Software,-0.51,-0.17,1,1,-0.48
NEWS_2183,2023-01-02,Global,Natural Calamity,Medium,Chemicals,-0.82,-0.31,0,1,-0.16
NEWS_2184,2022-06-25,Asia,War Alert,High,Machinery,-0.14,0.42,1,1,-0.13
NEWS_2185,2023-07-23,North America,Tariff Update,High,Pharmaceuticals,0.71,0.75,0,1,0.24
NEWS_2186,2021-09-19,Europe,Natural Calamity,Medium,Chemicals,-0.48,-0.41,1,0,-0.97
NEWS_2187,2023-07-21,Asia,Stock Crash,High,Textiles,-0.3,0.29,1,0,-0.77
NEWS_2188,2021-05-02,Global,Tariff Update,High,Textiles,0.72,0.17,0,0,-0.06
NEWS_2189,2024-06-18,Middle East,Natural Calamity,Medium,Engineering,0.04,-0.19,0,1,-0.11
NEWS_2190,2021-11-07,North America,Natural Calamity,Low,Pharmaceuticals,0.12,0.38,1,0,0.44
NEWS_2191,2024-12-26,Europe,Stock Crash,Medium,Chemicals,-0.96,0.71,1,1,-0.46
NEWS_2192,2023-02-15,Asia,Supply Chain Shock,Medium,Chemicals,-0.49,0.56,0,1,0.13
NEWS_2193,2025-01-31,Europe,War Alert,Medium,Solar,0.27,-0.35,1,0,-0.64
NEWS_2194,2023-12-05,Middle East,Tariff Update,Low,Solar,0.43,-0.01,1,1,-0.75
NEWS_2195,2021-10-02,North America,Tariff Update,Low,Textiles,0.34,-0.5,1,0,-0.58
NEWS_2196,2022-02-04,Global,War Alert,Low,Electronics,-0.26,0.45,1,0,-0.25
NEWS_2197,2021-12-12,Europe,Supply Chain Shock,High,Solar,-0.63,-1.0,0,0,0.02
NEWS_2198,2023-02-25,Global,Supply Chain Shock,Medium,Solar,-0.63,0.15,0,1,0.06
NEWS_2199,2022-03-30,Global,Trade Agreement,High,Machinery,0.53,0.68,0,1,0.44
NEWS_2200,2024-07-29,Global,Trade Agreement,Low,Engineering,0.52,0.08,1,1,-0.92
NEWS_2201,2022-02-02,Europe,Stock Crash,Low,Auto Parts,0.49,0.81,0,1,-0.5
NEWS_2202,2022-07-01,Asia,Stock Crash,Medium,IT Software,-0.27,0.91,0,1,-0.49
NEWS_2203,2023-04-02,Europe,Stock Crash,Low,Medical Devices,-0.12,0.48,0,1,-0.07
NEWS_2204,2023-07-30,Global,Trade Agreement,Medium,Machinery,-0.5,-0.22,0,1,-0.05
NEWS_2205,2022-04-12,Asia,War Alert,High,IT Software,0.27,-0.74,0,1,0.27
NEWS_2206,2024-12-21,Middle East,Natural Calamity,High,Electronics,-0.88,0.95,1,0,0.66
NEWS_2207,2024-12-15,Europe,Supply Chain Shock,Medium,IT Software,0.53,0.56,0,0,0.52
NEWS_2208,2021-08-31,Middle East,Supply Chain Shock,High,Solar,0.7,0.22,1,0,0.04
NEWS_2209,2023-12-28,Asia,Supply Chain Shock,Low,Machinery,0.37,0.78,0,1,0.61
NEWS_2210,2022-01-18,Europe,Supply Chain Shock,Medium,Solar,0.09,-0.47,0,0,0.42
NEWS_2211,2024-09-06,Middle East,Trade Agreement,High,Engineering,0.89,0.46,0,1,-0.59
NEWS_2212,2024-02-05,Middle East,Tariff Update,High,Textiles,0.97,0.64,1,0,-0.46
NEWS_2213,2021-07-15,Global,Natural Calamity,Medium,IT Software,0.17,0.36,1,1,-0.32
NEWS_2214,2023-02-14,Middle East,Supply Chain Shock,Low,Auto Parts,-0.01,-0.82,0,1,0.8
NEWS_2215,2023-08-16,Europe,War Alert,High,Engineering,0.37,0.2,1,1,-0.36
NEWS_2216,2022-06-08,Europe,Supply Chain Shock,High,Electronics,0.93,-0.7,1,1,-0.62
NEWS_2217,2023-10-31,Asia,Supply Chain Shock,High,Auto Parts,0.3,0.12,1,1,0.13
NEWS_2218,2022-06-25,Europe,Tariff Update,High,Chemicals,0.75,-0.51,0,1,-0.73
NEWS_2219,2021-03-14,Europe,Natural Calamity,Low,Auto Parts,-0.17,-0.63,0,1,0.72
